0,nospec_no_specifier_test,1637084325,0
1,nospec_empty_string,1637084325,0
2,nospec_some_escaped_chars,1637084325,0
3,nospec_successive_5_5,1637084325,0
4,nospec_successive_2_9,1637084325,0
5,nospec_successive_8_3,1637084325,0
6,pct_basic,1637084325,0
7,pct_5w,1637084325,0
8,pct_5wlj,1637084325,0
9,pct_5wzp,1637084325,0
10,pct_5wljzp,1637084325,0
16,c_allprintable_combined,1637084325,1637084055
17,c_1_31_combined,1637084325,1637084055
18,c_128_255_combined,1637084325,1637084055
19,c_allprintable_width,1637084325,1637084055
20,c_1_31_width,1637084325,1637084055
21,c_128_255_width,1637084325,1637084055
22,c_allprintable_width_lj,1637084325,1637084055
23,c_1_31_width_lj,1637084325,1637084055
24,c_128_255_width_lj,1637084325,1637084055
25,c_nullterm_basic,1637084325,0
26,c_nullterm_5w,1637084325,0
27,c_nullterm_5wlj,1637084325,0
28,s_basic_string_expansion,1637084325,1637084055
29,s_only_string_expansion,1637084325,1637084055
30,s_two_string_expansions,1637084325,1637084055
31,s_two_string_expansions2,1637084325,1637084055
32,s_empty_string_expansion,1637084325,1637084055
33,s_full_then_empty_string,1637084325,1637084055
34,s_empty_then_full_string,1637084325,1637084055
35,s_three_strings,1637084325,1637084055
36,s_space_padded_field_width,1637084325,1637084055
37,s_space_padded_field_width2,1637084325,1637084055
38,s_space_padded_over_field_width,1637084325,1637084055
39,s_space_padded_field_width_lj,1637084325,1637084055
40,s_space_padded_field_width2_lj,1637084325,1637084055
41,s_space_padded_over_field_width_lj,1637084325,1637084055
42,s_string_prec_notrunc,1637084325,1637084055
43,s_string_prec_trunc,1637084325,1637084055
44,s_string_prec_default,1637084325,0
45,s_string_prec_zero,1637084325,0
46,s_two_strings_prec_2trunc,1637084325,1637084055
47,s_two_strings_prec_1trunc_a,1637084325,1637084055
48,s_two_strings_prec_1trunc_b,1637084325,1637084055
49,s_two_strings_prec_0trunc,1637084325,1637084055
50,s_string_prec_width_notrunc,1637084325,1637084055
51,s_string_prec_width_trunc,1637084325,1637084055
52,s_string_prec_width_notrunc_lj,1637084325,1637084055
53,s_string_prec_width_trunc_lj,1637084325,1637084055
54,s_two_s_prec_width_2fit_0trunc,1637084325,1637084055
55,s_two_s_prec_width_1fit_a_0trunc,1637084325,1637084055
56,s_two_s_prec_width_1fit_b_0trunc,1637084325,1637084055
57,s_two_s_prec_width_0fit_0trunc,1637084325,1637084055
58,s_two_s_prec_width_2fit_1trunc_a,1637084325,1637084055
59,s_two_s_prec_width_1fit_a_1trunc_a,1637084325,1637084055
60,s_two_s_prec_width_1fit_b_1trunc_a,1637084325,1637084055
61,s_two_s_prec_width_0fit_1trunc_a,1637084325,1637084055
62,s_two_s_prec_width_2fit_1trunc_b,1637084325,1637084055
63,s_two_s_prec_width_1fit_a_1trunc_b,1637084325,1637084055
64,s_two_s_prec_width_1fit_b_1trunc_b,1637084325,1637084055
65,s_two_s_prec_width_0fit_1trunc_b,1637084325,1637084055
66,s_two_s_prec_width_2fit_2trunc,1637084325,1637084055
67,s_two_s_prec_width_1fit_a_2trunc,1637084325,1637084055
68,s_two_s_prec_width_1fit_b_2trunc,1637084325,1637084055
69,s_two_s_prec_width_0fit_2trunc,1637084325,1637084055
70,s_two_s_prec_width_2trunc,1637084325,1637084055
71,s_two_strings_lj_and_rj,1637084325,1637084055
72,s_two_strings_rj_and_lj,1637084325,1637084055
73,s_null_basic_string_expansion,1637084325,0
74,s_null_only_string_expansion,1637084325,0
75,s_null_space_padded_field_width,1637084325,0
76,s_null_space_padded_over_field_width,1637084325,0
77,s_null_space_padded_field_width_lj,1637084325,0
78,s_null_space_padded_field_width2_lj,1637084325,0
79,s_null_space_padded_over_field_width_lj,1637084325,0
80,s_null_string_prec_notrunc,1637084325,1637084055
81,s_null_string_prec_trunc,1637084325,1637084055
82,s_null_string_prec_default,1637084325,0
83,s_null_string_prec_zero,1637084325,0
84,s_basic_s_hidden,1637084325,1637084055
85,s_width_3_s_hidden,1637084325,1637084055
86,s_width_9_s_hidden,1637084325,1637084055
87,s_prec_no_width_s_hidden,1637084325,0
88,s_prec_9_no_width_s_hidden,1637084325,1637084055
89,s_prec_03_no_width_s_hidden,1637084325,1637084055
90,s_prec_09_no_width_s_hidden,1637084325,1637084055
91,s_prec_03_no_width_s_null,1637084325,0
92,s_prec_09_no_width_s_null,1637084325,0
93,s_prec_00_no_width_s_nullchar,1637084325,0
94,s_prec_01_no_width_s_nullchar,1637084325,1637084055
95,s_prec_03_no_width_s_nullchar,1637084325,1637084055
96,s_prec_09_no_width_s_nullchar,1637084325,1637084055
97,s_prec_0_width_3_s_hidden,1637084325,0
98,s_prec_0_width_10_s_hidden,1637084325,0
99,s_prec_0_width_3_s_null,1637084325,0
100,s_prec_0_width_10_s_null,1637084325,0
